DateTime,year,month_of_yr,day_of_yr,day_of_month,day_of_week,weekend,holiday,hour,season,energy
2007-03-09,2007,3,68,9,4,0,0,1,2,68460.0
2007-03-09,2007,3,68,9,4,0,0,2,2,69062.0
2007-03-09,2007,3,68,9,4,0,0,3,2,70598.0
2007-03-09,2007,3,68,9,4,0,0,4,2,73101.0
2007-03-09,2007,3,68,9,4,0,0,5,2,76574.0
2007-03-09,2007,3,68,9,4,0,0,6,2,84886.0
2007-03-09,2007,3,68,9,4,0,0,7,2,86591.0
2007-03-09,2007,3,68,9,4,0,0,8,2,86400.0
2007-03-09,2007,3,68,9,4,0,0,9,2,87467.0
2007-03-09,2007,3,68,9,4,0,0,10,2,78373.0
2007-03-09,2007,3,68,9,4,0,0,11,2,70946.0
2007-03-09,2007,3,68,9,4,0,0,12,2,65865.0
2007-03-09,2007,3,68,9,4,0,0,13,2,59373.0
2007-03-09,2007,3,68,9,4,0,0,14,2,56488.0
2007-03-09,2007,3,68,9,4,0,0,15,2,55254.0
2007-03-09,2007,3,68,9,4,0,0,16,2,53370.0
2007-03-09,2007,3,68,9,4,0,0,17,2,54961.0
2007-03-09,2007,3,68,9,4,0,0,18,2,56915.0
2007-03-09,2007,3,68,9,4,0,0,19,2,65458.0
2007-03-09,2007,3,68,9,4,0,0,20,2,59316.0
2007-03-09,2007,3,68,9,4,0,0,21,2,72445.0
2007-03-09,2007,3,68,9,4,0,0,22,2,71490.0
2007-03-09,2007,3,68,9,4,0,0,23,2,69051.0
2007-03-09,2007,3,68,9,4,0,0,24,2,65052.0
2007-03-10,2007,3,69,10,5,1,0,1,2,62090.0
2007-03-10,2007,3,69,10,5,1,0,2,2,61559.0
2007-03-10,2007,3,69,10,5,1,0,3,2,62021.0
2007-03-10,2007,3,69,10,5,1,0,4,2,63315.0
2007-03-10,2007,3,69,10,5,1,0,5,2,65578.0
2007-03-10,2007,3,69,10,5,1,0,6,2,69057.0
2007-03-10,2007,3,69,10,5,1,0,7,2,74026.0
2007-03-10,2007,3,69,10,5,1,0,8,2,77824.0
2007-03-10,2007,3,69,10,5,1,0,9,2,75550.0
2007-03-10,2007,3,69,10,5,1,0,10,2,68860.0
2007-03-10,2007,3,69,10,5,1,0,11,2,62637.0
2007-03-10,2007,3,69,10,5,1,0,12,2,58283.0
2007-03-10,2007,3,69,10,5,1,0,13,2,54669.0
2007-03-10,2007,3,69,10,5,1,0,14,2,51796.0
2007-03-10,2007,3,69,10,5,1,0,15,2,50381.0
2007-03-10,2007,3,69,10,5,1,0,16,2,48747.0
2007-03-10,2007,3,69,10,5,1,0,17,2,49744.0
2007-03-10,2007,3,69,10,5,1,0,18,2,51594.0
2007-03-10,2007,3,69,10,5,1,0,19,2,56890.0
2007-03-10,2007,3,69,10,5,1,0,20,2,59785.0
2007-03-10,2007,3,69,10,5,1,0,21,2,58344.0
2007-03-10,2007,3,69,10,5,1,0,22,2,55812.0
