DateTime,year,month_of_yr,day_of_yr,day_of_month,day_of_week,weekend,holiday,hour,season,energy
2007-03-09,2007,3,68,9,4,0,0,1,2,272072.0
2007-03-09,2007,3,68,9,4,0,0,2,2,277540.0
2007-03-09,2007,3,68,9,4,0,0,3,2,288818.0
2007-03-09,2007,3,68,9,4,0,0,4,2,303421.0
2007-03-09,2007,3,68,9,4,0,0,5,2,326232.0
2007-03-09,2007,3,68,9,4,0,0,6,2,361553.0
2007-03-09,2007,3,68,9,4,0,0,7,2,362890.0
2007-03-09,2007,3,68,9,4,0,0,8,2,350389.0
2007-03-09,2007,3,68,9,4,0,0,9,2,365368.0
2007-03-09,2007,3,68,9,4,0,0,10,2,297667.0
2007-03-09,2007,3,68,9,4,0,0,11,2,265174.0
2007-03-09,2007,3,68,9,4,0,0,12,2,240671.0
2007-03-09,2007,3,68,9,4,0,0,13,2,221590.0
2007-03-09,2007,3,68,9,4,0,0,14,2,206112.0
2007-03-09,2007,3,68,9,4,0,0,15,2,194752.0
2007-03-09,2007,3,68,9,4,0,0,16,2,190221.0
2007-03-09,2007,3,68,9,4,0,0,17,2,197775.0
2007-03-09,2007,3,68,9,4,0,0,18,2,217349.0
2007-03-09,2007,3,68,9,4,0,0,19,2,253362.0
2007-03-09,2007,3,68,9,4,0,0,20,2,247522.0
2007-03-09,2007,3,68,9,4,0,0,21,2,272501.0
2007-03-09,2007,3,68,9,4,0,0,22,2,267463.0
2007-03-09,2007,3,68,9,4,0,0,23,2,258855.0
2007-03-09,2007,3,68,9,4,0,0,24,2,247813.0
2007-03-10,2007,3,69,10,5,1,0,1,2,240327.0
2007-03-10,2007,3,69,10,5,1,0,2,2,240521.0
2007-03-10,2007,3,69,10,5,1,0,3,2,245632.0
2007-03-10,2007,3,69,10,5,1,0,4,2,252096.0
2007-03-10,2007,3,69,10,5,1,0,5,2,263576.0
2007-03-10,2007,3,69,10,5,1,0,6,2,276442.0
2007-03-10,2007,3,69,10,5,1,0,7,2,293320.0
