DateTime,year,month_of_yr,day_of_yr,day_of_month,day_of_week,weekend,holiday,hour,season,energy
2007-03-09,2007,3,68,9,4,0,0,1,2,18727.0
2007-03-09,2007,3,68,9,4,0,0,2,2,19407.0
2007-03-09,2007,3,68,9,4,0,0,3,2,20423.0
2007-03-09,2007,3,68,9,4,0,0,4,2,21500.0
2007-03-09,2007,3,68,9,4,0,0,5,2,23236.0
2007-03-09,2007,3,68,9,4,0,0,6,2,25899.0
2007-03-09,2007,3,68,9,4,0,0,7,2,29931.0
2007-03-09,2007,3,68,9,4,0,0,8,2,29522.0
2007-03-09,2007,3,68,9,4,0,0,9,2,25417.0
2007-03-09,2007,3,68,9,4,0,0,10,2,22688.0
2007-03-09,2007,3,68,9,4,0,0,11,2,20297.0
2007-03-09,2007,3,68,9,4,0,0,12,2,17978.0
2007-03-09,2007,3,68,9,4,0,0,13,2,16598.0
2007-03-09,2007,3,68,9,4,0,0,14,2,15743.0
2007-03-09,2007,3,68,9,4,0,0,15,2,14756.0
2007-03-09,2007,3,68,9,4,0,0,16,2,14975.0
2007-03-09,2007,3,68,9,4,0,0,17,2,15417.0
2007-03-09,2007,3,68,9,4,0,0,18,2,16599.0
2007-03-09,2007,3,68,9,4,0,0,19,2,19255.0
2007-03-09,2007,3,68,9,4,0,0,20,2,21104.0
2007-03-09,2007,3,68,9,4,0,0,21,2,21264.0
2007-03-09,2007,3,68,9,4,0,0,22,2,21294.0
2007-03-09,2007,3,68,9,4,0,0,23,2,20159.0
2007-03-09,2007,3,68,9,4,0,0,24,2,19573.0
2007-03-10,2007,3,69,10,5,1,0,1,2,18967.0
2007-03-10,2007,3,69,10,5,1,0,2,2,18221.0
2007-03-10,2007,3,69,10,5,1,0,3,2,17965.0
2007-03-10,2007,3,69,10,5,1,0,4,2,17991.0
2007-03-10,2007,3,69,10,5,1,0,5,2,18691.0
2007-03-10,2007,3,69,10,5,1,0,6,2,20079.0
2007-03-10,2007,3,69,10,5,1,0,7,2,22341.0
2007-03-10,2007,3,69,10,5,1,0,8,2,23897.0
2007-03-10,2007,3,69,10,5,1,0,9,2,23026.0
2007-03-10,2007,3,69,10,5,1,0,10,2,20767.0
2007-03-10,2007,3,69,10,5,1,0,11,2,18702.0
2007-03-10,2007,3,69,10,5,1,0,12,2,17060.0
2007-03-10,2007,3,69,10,5,1,0,13,2,15775.0
2007-03-10,2007,3,69,10,5,1,0,14,2,15098.0
2007-03-10,2007,3,69,10,5,1,0,15,2,14677.0
2007-03-10,2007,3,69,10,5,1,0,16,2,14661.0
2007-03-10,2007,3,69,10,5,1,0,17,2,14626.0
2007-03-10,2007,3,69,10,5,1,0,18,2,15891.0
2007-03-10,2007,3,69,10,5,1,0,19,2,17156.0
2007-03-10,2007,3,69,10,5,1,0,20,2,17639.0
2007-03-10,2007,3,69,10,5,1,0,21,2,17153.0
2007-03-10,2007,3,69,10,5,1,0,22,2,15460.0
2007-03-10,2007,3,69,10,5,1,0,23,2,13778.0
2007-03-10,2007,3,69,10,5,1,0,24,2,12462.0
2007-03-11,2007,3,70,11,6,1,0,1,2,11527.0
2007-03-11,2007,3,70,11,6,1,0,2,2,11144.0
2007-03-11,2007,3,70,11,6,1,0,3,2,11126.0
2007-03-11,2007,3,70,11,6,1,0,4,2,11107.0
2007-03-11,2007,3,70,11,6,1,0,5,2,11230.0
2007-03-11,2007,3,70,11,6,1,0,6,2,11909.0
2007-03-11,2007,3,70,11,6,1,0,7,2,13041.0
2007-03-11,2007,3,70,11,6,1,0,8,2,15234.0
2007-03-11,2007,3,70,11,6,1,0,9,2,17944.0
2007-03-11,2007,3,70,11,6,1,0,10,2,17955.0
2007-03-11,2007,3,70,11,6,1,0,11,2,17002.0
2007-03-11,2007,3,70,11,6,1,0,12,2,16068.0
2007-03-11,2007,3,70,11,6,1,0,13,2,15620.0
2007-03-11,2007,3,70,11,6,1,0,14,2,14854.0
2007-03-11,2007,3,70,11,6,1,0,15,2,14173.0
2007-03-11,2007,3,70,11,6,1,0,16,2,13681.0
2007-03-11,2007,3,70,11,6,1,0,17,2,13841.0
2007-03-11,2007,3,70,11,6,1,0,18,2,13960.0
2007-03-11,2007,3,70,11,6,1,0,19,2,14534.0
2007-03-11,2007,3,70,11,6,1,0,20,2,16653.0
2007-03-11,2007,3,70,11,6,1,0,21,2,18020.0
2007-03-11,2007,3,70,11,6,1,0,22,2,16803.0
2007-03-11,2007,3,70,11,6,1,0,23,2,15487.0
2007-03-11,2007,3,70,11,6,1,0,24,2,14171.0
2007-03-12,2007,3,71,12,0,0,0,1,2,13713.0
2007-03-12,2007,3,71,12,0,0,0,2,2,13848.0
2007-03-12,2007,3,71,12,0,0,0,3,2,14619.0
2007-03-12,2007,3,71,12,0,0,0,4,2,15333.0
2007-03-12,2007,3,71,12,0,0,0,5,2,16800.0
2007-03-12,2007,3,71,12,0,0,0,6,2,19629.0
2007-03-12,2007,3,71,12,0,0,0,7,2,24019.0
2007-03-12,2007,3,71,12,0,0,0,8,2,25554.0
2007-03-12,2007,3,71,12,0,0,0,9,2,23454.0
2007-03-12,2007,3,71,12,0,0,0,10,2,20201.0
2007-03-12,2007,3,71,12,0,0,0,11,2,17698.0
2007-03-12,2007,3,71,12,0,0,0,12,2,16322.0
2007-03-12,2007,3,71,12,0,0,0,13,2,15397.0
2007-03-12,2007,3,71,12,0,0,0,14,2,14478.0
2007-03-12,2007,3,71,12,0,0,0,15,2,14012.0
2007-03-12,2007,3,71,12,0,0,0,16,2,13845.0
2007-03-12,2007,3,71,12,0,0,0,17,2,14149.0
2007-03-12,2007,3,71,12,0,0,0,18,2,15089.0
2007-03-12,2007,3,71,12,0,0,0,19,2,15829.0
2007-03-12,2007,3,71,12,0,0,0,20,2,18078.0
2007-03-12,2007,3,71,12,0,0,0,21,2,19571.0
2007-03-12,2007,3,71,12,0,0,0,22,2,18673.0
2007-03-12,2007,3,71,12,0,0,0,23,2,16589.0
2007-03-12,2007,3,71,12,0,0,0,24,2,14954.0
2007-03-13,2007,3,72,13,1,0,0,1,2,14153.0
2007-03-13,2007,3,72,13,1,0,0,2,2,13914.0
2007-03-13,2007,3,72,13,1,0,0,3,2,14127.0
2007-03-13,2007,3,72,13,1,0,0,4,2,14363.0
2007-03-13,2007,3,72,13,1,0,0,5,2,15169.0
2007-03-13,2007,3,72,13,1,0,0,6,2,17555.0
2007-03-13,2007,3,72,13,1,0,0,7,2,21043.0
2007-03-13,2007,3,72,13,1,0,0,8,2,22197.0
2007-03-13,2007,3,72,13,1,0,0,9,2,20133.0
2007-03-13,2007,3,72,13,1,0,0,10,2,18416.0
2007-03-13,2007,3,72,13,1,0,0,11,2,17009.0
2007-03-13,2007,3,72,13,1,0,0,12,2,14649.0
2007-03-13,2007,3,72,13,1,0,0,13,2,13431.0
2007-03-13,2007,3,72,13,1,0,0,14,2,12971.0
2007-03-13,2007,3,72,13,1,0,0,15,2,12747.0
2007-03-13,2007,3,72,13,1,0,0,16,2,13379.0
2007-03-13,2007,3,72,13,1,0,0,17,2,13737.0
2007-03-13,2007,3,72,13,1,0,0,18,2,14628.0
2007-03-13,2007,3,72,13,1,0,0,19,2,15347.0
2007-03-13,2007,3,72,13,1,0,0,20,2,17023.0
2007-03-13,2007,3,72,13,1,0,0,21,2,18321.0
2007-03-13,2007,3,72,13,1,0,0,22,2,17065.0
2007-03-13,2007,3,72,13,1,0,0,23,2,14787.0
2007-03-13,2007,3,72,13,1,0,0,24,2,12284.0
2007-03-14,2007,3,73,14,2,0,0,1,2,11081.0
2007-03-14,2007,3,73,14,2,0,0,2,2,10519.0
2007-03-14,2007,3,73,14,2,0,0,3,2,10247.0
2007-03-14,2007,3,73,14,2,0,0,4,2,10266.0
2007-03-14,2007,3,73,14,2,0,0,5,2,10677.0
2007-03-14,2007,3,73,14,2,0,0,6,2,12299.0
2007-03-14,2007,3,73,14,2,0,0,7,2,15397.0
2007-03-14,2007,3,73,14,2,0,0,8,2,16552.0
2007-03-14,2007,3,73,14,2,0,0,9,2,15275.0
2007-03-14,2007,3,73,14,2,0,0,10,2,14676.0
