DateTime,year,month_of_yr,day_of_yr,day_of_month,day_of_week,weekend,holiday,hour,season,energy
2007-03-09,2007,3,68,9,4,0,0,1,2,141441.0
2007-03-09,2007,3,68,9,4,0,0,2,2,142230.0
2007-03-09,2007,3,68,9,4,0,0,3,2,143973.0
2007-03-09,2007,3,68,9,4,0,0,4,2,145033.0
2007-03-09,2007,3,68,9,4,0,0,5,2,149425.0
2007-03-09,2007,3,68,9,4,0,0,6,2,161297.0
2007-03-09,2007,3,68,9,4,0,0,7,2,181696.0
2007-03-09,2007,3,68,9,4,0,0,8,2,179169.0
2007-03-09,2007,3,68,9,4,0,0,9,2,162198.0
2007-03-09,2007,3,68,9,4,0,0,10,2,148971.0
2007-03-09,2007,3,68,9,4,0,0,11,2,138209.0
2007-03-09,2007,3,68,9,4,0,0,12,2,129110.0
2007-03-09,2007,3,68,9,4,0,0,13,2,120868.0
2007-03-09,2007,3,68,9,4,0,0,14,2,115684.0
2007-03-09,2007,3,68,9,4,0,0,15,2,111258.0
2007-03-09,2007,3,68,9,4,0,0,16,2,110103.0
2007-03-09,2007,3,68,9,4,0,0,17,2,112970.0
2007-03-09,2007,3,68,9,4,0,0,18,2,122548.0
2007-03-09,2007,3,68,9,4,0,0,19,2,140192.0
2007-03-09,2007,3,68,9,4,0,0,20,2,143710.0
2007-03-09,2007,3,68,9,4,0,0,21,2,143749.0
2007-03-09,2007,3,68,9,4,0,0,22,2,141092.0
2007-03-09,2007,3,68,9,4,0,0,23,2,135936.0
2007-03-09,2007,3,68,9,4,0,0,24,2,129337.0
2007-03-10,2007,3,69,10,5,1,0,1,2,124894.0
2007-03-10,2007,3,69,10,5,1,0,2,2,124605.0
2007-03-10,2007,3,69,10,5,1,0,3,2,125327.0
2007-03-10,2007,3,69,10,5,1,0,4,2,126747.0
2007-03-10,2007,3,69,10,5,1,0,5,2,129187.0
2007-03-10,2007,3,69,10,5,1,0,6,2,133359.0
2007-03-10,2007,3,69,10,5,1,0,7,2,138804.0
2007-03-10,2007,3,69,10,5,1,0,8,2,142040.0
2007-03-10,2007,3,69,10,5,1,0,9,2,137674.0
2007-03-10,2007,3,69,10,5,1,0,10,2,128755.0
2007-03-10,2007,3,69,10,5,1,0,11,2,116891.0
2007-03-10,2007,3,69,10,5,1,0,12,2,106871.0
2007-03-10,2007,3,69,10,5,1,0,13,2,100286.0
2007-03-10,2007,3,69,10,5,1,0,14,2,94796.0
2007-03-10,2007,3,69,10,5,1,0,15,2,90837.0
2007-03-10,2007,3,69,10,5,1,0,16,2,89155.0
2007-03-10,2007,3,69,10,5,1,0,17,2,90720.0
2007-03-10,2007,3,69,10,5,1,0,18,2,95768.0
2007-03-10,2007,3,69,10,5,1,0,19,2,106235.0
2007-03-10,2007,3,69,10,5,1,0,20,2,108271.0
2007-03-10,2007,3,69,10,5,1,0,21,2,105044.0
2007-03-10,2007,3,69,10,5,1,0,22,2,99867.0
2007-03-10,2007,3,69,10,5,1,0,23,2,93539.0
2007-03-10,2007,3,69,10,5,1,0,24,2,85753.0
2007-03-11,2007,3,70,11,6,1,0,1,2,79183.0
2007-03-11,2007,3,70,11,6,1,0,2,2,75723.0
2007-03-11,2007,3,70,11,6,1,0,3,2,75339.0
2007-03-11,2007,3,70,11,6,1,0,4,2,74954.0
2007-03-11,2007,3,70,11,6,1,0,5,2,75046.0
2007-03-11,2007,3,70,11,6,1,0,6,2,77232.0
2007-03-11,2007,3,70,11,6,1,0,7,2,82200.0
2007-03-11,2007,3,70,11,6,1,0,8,2,90586.0
2007-03-11,2007,3,70,11,6,1,0,9,2,100381.0
2007-03-11,2007,3,70,11,6,1,0,10,2,105180.0
2007-03-11,2007,3,70,11,6,1,0,11,2,104146.0
2007-03-11,2007,3,70,11,6,1,0,12,2,100680.0
2007-03-11,2007,3,70,11,6,1,0,13,2,97031.0
2007-03-11,2007,3,70,11,6,1,0,14,2,93566.0
2007-03-11,2007,3,70,11,6,1,0,15,2,89378.0
2007-03-11,2007,3,70,11,6,1,0,16,2,86936.0
2007-03-11,2007,3,70,11,6,1,0,17,2,87428.0
2007-03-11,2007,3,70,11,6,1,0,18,2,89993.0
2007-03-11,2007,3,70,11,6,1,0,19,2,95533.0
2007-03-11,2007,3,70,11,6,1,0,20,2,108920.0
2007-03-11,2007,3,70,11,6,1,0,21,2,113920.0
2007-03-11,2007,3,70,11,6,1,0,22,2,109916.0
2007-03-11,2007,3,70,11,6,1,0,23,2,99714.0
2007-03-11,2007,3,70,11,6,1,0,24,2,90431.0
2007-03-12,2007,3,71,12,0,0,0,1,2,85821.0
2007-03-12,2007,3,71,12,0,0,0,2,2,85988.0
2007-03-12,2007,3,71,12,0,0,0,3,2,88541.0
2007-03-12,2007,3,71,12,0,0,0,4,2,93817.0
2007-03-12,2007,3,71,12,0,0,0,5,2,101378.0
2007-03-12,2007,3,71,12,0,0,0,6,2,116409.0
2007-03-12,2007,3,71,12,0,0,0,7,2,143371.0
2007-03-12,2007,3,71,12,0,0,0,8,2,154107.0
2007-03-12,2007,3,71,12,0,0,0,9,2,143502.0
2007-03-12,2007,3,71,12,0,0,0,10,2,128513.0
2007-03-12,2007,3,71,12,0,0,0,11,2,117531.0
2007-03-12,2007,3,71,12,0,0,0,12,2,109197.0
2007-03-12,2007,3,71,12,0,0,0,13,2,101629.0
2007-03-12,2007,3,71,12,0,0,0,14,2,97841.0
2007-03-12,2007,3,71,12,0,0,0,15,2,93762.0
2007-03-12,2007,3,71,12,0,0,0,16,2,92297.0
2007-03-12,2007,3,71,12,0,0,0,17,2,93996.0
2007-03-12,2007,3,71,12,0,0,0,18,2,99052.0
2007-03-12,2007,3,71,12,0,0,0,19,2,107293.0
2007-03-12,2007,3,71,12,0,0,0,20,2,120899.0
2007-03-12,2007,3,71,12,0,0,0,21,2,124356.0
2007-03-12,2007,3,71,12,0,0,0,22,2,117523.0
2007-03-12,2007,3,71,12,0,0,0,23,2,107379.0
2007-03-12,2007,3,71,12,0,0,0,24,2,97079.0
2007-03-13,2007,3,72,13,1,0,0,1,2,91899.0
2007-03-13,2007,3,72,13,1,0,0,2,2,91589.0
2007-03-13,2007,3,72,13,1,0,0,3,2,93449.0
2007-03-13,2007,3,72,13,1,0,0,4,2,95875.0
2007-03-13,2007,3,72,13,1,0,0,5,2,99426.0
2007-03-13,2007,3,72,13,1,0,0,6,2,109983.0
2007-03-13,2007,3,72,13,1,0,0,7,2,132409.0
2007-03-13,2007,3,72,13,1,0,0,8,2,138169.0
2007-03-13,2007,3,72,13,1,0,0,9,2,126537.0
2007-03-13,2007,3,72,13,1,0,0,10,2,116360.0
2007-03-13,2007,3,72,13,1,0,0,11,2,107071.0
2007-03-13,2007,3,72,13,1,0,0,12,2,99735.0
2007-03-13,2007,3,72,13,1,0,0,13,2,93434.0
2007-03-13,2007,3,72,13,1,0,0,14,2,90129.0
2007-03-13,2007,3,72,13,1,0,0,15,2,87167.0
2007-03-13,2007,3,72,13,1,0,0,16,2,86538.0
2007-03-13,2007,3,72,13,1,0,0,17,2,86738.0
2007-03-13,2007,3,72,13,1,0,0,18,2,90345.0
2007-03-13,2007,3,72,13,1,0,0,19,2,96837.0
2007-03-13,2007,3,72,13,1,0,0,20,2,108177.0
2007-03-13,2007,3,72,13,1,0,0,21,2,109969.0
2007-03-13,2007,3,72,13,1,0,0,22,2,102638.0
2007-03-13,2007,3,72,13,1,0,0,23,2,91620.0
2007-03-13,2007,3,72,13,1,0,0,24,2,80048.0
2007-03-14,2007,3,73,14,2,0,0,1,2,73545.0
2007-03-14,2007,3,73,14,2,0,0,2,2,71353.0
2007-03-14,2007,3,73,14,2,0,0,3,2,71053.0
2007-03-14,2007,3,73,14,2,0,0,4,2,71739.0
2007-03-14,2007,3,73,14,2,0,0,5,2,74314.0
2007-03-14,2007,3,73,14,2,0,0,6,2,84005.0
2007-03-14,2007,3,73,14,2,0,0,7,2,104230.0
2007-03-14,2007,3,73,14,2,0,0,8,2,111378.0
2007-03-14,2007,3,73,14,2,0,0,9,2,104223.0
2007-03-14,2007,3,73,14,2,0,0,10,2,95378.0
2007-03-14,2007,3,73,14,2,0,0,11,2,93698.0
2007-03-14,2007,3,73,14,2,0,0,12,2,90736.0
2007-03-14,2007,3,73,14,2,0,0,13,2,87432.0
2007-03-14,2007,3,73,14,2,0,0,14,2,86970.0
2007-03-14,2007,3,73,14,2,0,0,15,2,85939.0
2007-03-14,2007,3,73,14,2,0,0,16,2,85688.0
2007-03-14,2007,3,73,14,2,0,0,17,2,87695.0
2007-03-14,2007,3,73,14,2,0,0,18,2,91493.0
2007-03-14,2007,3,73,14,2,0,0,19,2,95939.0
2007-03-14,2007,3,73,14,2,0,0,20,2,104345.0
2007-03-14,2007,3,73,14,2,0,0,21,2,106998.0
2007-03-14,2007,3,73,14,2,0,0,22,2,99008.0
2007-03-14,2007,3,73,14,2,0,0,23,2,87598.0
2007-03-14,2007,3,73,14,2,0,0,24,2,75524.0
2007-03-15,2007,3,74,15,3,0,0,1,2,68432.0
2007-03-15,2007,3,74,15,3,0,0,2,2,65283.0
2007-03-15,2007,3,74,15,3,0,0,3,2,64261.0
2007-03-15,2007,3,74,15,3,0,0,4,2,63851.0
2007-03-15,2007,3,74,15,3,0,0,5,2,65504.0
2007-03-15,2007,3,74,15,3,0,0,6,2,73511.0
2007-03-15,2007,3,74,15,3,0,0,7,2,93308.0
2007-03-15,2007,3,74,15,3,0,0,8,2,100363.0
2007-03-15,2007,3,74,15,3,0,0,9,2,93387.0
2007-03-15,2007,3,74,15,3,0,0,10,2,90787.0
2007-03-15,2007,3,74,15,3,0,0,11,2,89476.0
2007-03-15,2007,3,74,15,3,0,0,12,2,88300.0
2007-03-15,2007,3,74,15,3,0,0,13,2,86765.0
2007-03-15,2007,3,74,15,3,0,0,14,2,87281.0
2007-03-15,2007,3,74,15,3,0,0,15,2,86451.0
2007-03-15,2007,3,74,15,3,0,0,16,2,86440.0
2007-03-15,2007,3,74,15,3,0,0,17,2,87244.0
2007-03-15,2007,3,74,15,3,0,0,18,2,92357.0
2007-03-15,2007,3,74,15,3,0,0,19,2,101259.0
2007-03-15,2007,3,74,15,3,0,0,20,2,108993.0
2007-03-15,2007,3,74,15,3,0,0,21,2,108393.0
2007-03-15,2007,3,74,15,3,0,0,22,2,100804.0
2007-03-15,2007,3,74,15,3,0,0,23,2,91556.0
2007-03-15,2007,3,74,15,3,0,0,24,2,82052.0
2007-03-16,2007,3,75,16,4,0,0,1,2,77282.0
2007-03-16,2007,3,75,16,4,0,0,2,2,76023.0
2007-03-16,2007,3,75,16,4,0,0,3,2,76733.0
2007-03-16,2007,3,75,16,4,0,0,4,2,79204.0
2007-03-16,2007,3,75,16,4,0,0,5,2,83766.0
2007-03-16,2007,3,75,16,4,0,0,6,2,95576.0
2007-03-16,2007,3,75,16,4,0,0,7,2,119575.0
2007-03-16,2007,3,75,16,4,0,0,8,2,131404.0
2007-03-16,2007,3,75,16,4,0,0,9,2,130276.0
2007-03-16,2007,3,75,16,4,0,0,10,2,131373.0
2007-03-16,2007,3,75,16,4,0,0,11,2,132228.0
2007-03-16,2007,3,75,16,4,0,0,12,2,132150.0
2007-03-16,2007,3,75,16,4,0,0,13,2,131000.0
2007-03-16,2007,3,75,16,4,0,0,14,2,128319.0
2007-03-16,2007,3,75,16,4,0,0,15,2,133568.0
2007-03-16,2007,3,75,16,4,0,0,16,2,136228.0
2007-03-16,2007,3,75,16,4,0,0,17,2,139512.0
2007-03-16,2007,3,75,16,4,0,0,18,2,144345.0
2007-03-16,2007,3,75,16,4,0,0,19,2,147536.0
2007-03-16,2007,3,75,16,4,0,0,20,2,150600.0
2007-03-16,2007,3,75,16,4,0,0,21,2,149076.0
2007-03-16,2007,3,75,16,4,0,0,22,2,145146.0
2007-03-16,2007,3,75,16,4,0,0,23,2,139207.0
2007-03-16,2007,3,75,16,4,0,0,24,2,133278.0
2007-03-17,2007,3,76,17,5,1,0,1,2,129634.0
2007-03-17,2007,3,76,17,5,1,0,2,2,128462.0
2007-03-17,2007,3,76,17,5,1,0,3,2,129038.0
2007-03-17,2007,3,76,17,5,1,0,4,2,129478.0
2007-03-17,2007,3,76,17,5,1,0,5,2,131417.0
2007-03-17,2007,3,76,17,5,1,0,6,2,136047.0
2007-03-17,2007,3,76,17,5,1,0,7,2,144371.0
2007-03-17,2007,3,76,17,5,1,0,8,2,154400.0
2007-03-17,2007,3,76,17,5,1,0,9,2,161384.0
2007-03-17,2007,3,76,17,5,1,0,10,2,160709.0
2007-03-17,2007,3,76,17,5,1,0,11,2,153872.0
2007-03-17,2007,3,76,17,5,1,0,12,2,146533.0
2007-03-17,2007,3,76,17,5,1,0,13,2,140175.0
2007-03-17,2007,3,76,17,5,1,0,14,2,136436.0
2007-03-17,2007,3,76,17,5,1,0,15,2,135732.0
2007-03-17,2007,3,76,17,5,1,0,16,2,135937.0
2007-03-17,2007,3,76,17,5,1,0,17,2,138393.0
2007-03-17,2007,3,76,17,5,1,0,18,2,141641.0
2007-03-17,2007,3,76,17,5,1,0,19,2,144325.0
2007-03-17,2007,3,76,17,5,1,0,20,2,150345.0
2007-03-17,2007,3,76,17,5,1,0,21,2,150680.0
2007-03-17,2007,3,76,17,5,1,0,22,2,146210.0
2007-03-17,2007,3,76,17,5,1,0,23,2,139238.0
2007-03-17,2007,3,76,17,5,1,0,24,2,130388.0
2007-03-18,2007,3,77,18,6,1,0,1,2,124439.0
2007-03-18,2007,3,77,18,6,1,0,2,2,122305.0
2007-03-18,2007,3,77,18,6,1,0,3,2,122728.0
2007-03-18,2007,3,77,18,6,1,0,4,2,123297.0
2007-03-18,2007,3,77,18,6,1,0,5,2,125340.0
2007-03-18,2007,3,77,18,6,1,0,6,2,129541.0
2007-03-18,2007,3,77,18,6,1,0,7,2,136678.0
2007-03-18,2007,3,77,18,6,1,0,8,2,145597.0
2007-03-18,2007,3,77,18,6,1,0,9,2,151468.0
2007-03-18,2007,3,77,18,6,1,0,10,2,150204.0
2007-03-18,2007,3,77,18,6,1,0,11,2,143728.0
2007-03-18,2007,3,77,18,6,1,0,12,2,136249.0
2007-03-18,2007,3,77,18,6,1,0,13,2,130401.0
2007-03-18,2007,3,77,18,6,1,0,14,2,124347.0
2007-03-18,2007,3,77,18,6,1,0,15,2,118346.0
2007-03-18,2007,3,77,18,6,1,0,16,2,113934.0
2007-03-18,2007,3,77,18,6,1,0,17,2,113670.0
2007-03-18,2007,3,77,18,6,1,0,18,2,115670.0
2007-03-18,2007,3,77,18,6,1,0,19,2,122197.0
2007-03-18,2007,3,77,18,6,1,0,20,2,136208.0
2007-03-18,2007,3,77,18,6,1,0,21,2,141405.0
2007-03-18,2007,3,77,18,6,1,0,22,2,135564.0
2007-03-18,2007,3,77,18,6,1,0,23,2,125678.0
2007-03-18,2007,3,77,18,6,1,0,24,2,116814.0
2007-03-19,2007,3,78,19,0,0,0,1,2,112950.0
2007-03-19,2007,3,78,19,0,0,0,2,2,113556.0
2007-03-19,2007,3,78,19,0,0,0,3,2,116133.0
2007-03-19,2007,3,78,19,0,0,0,4,2,120459.0
2007-03-19,2007,3,78,19,0,0,0,5,2,126902.0
2007-03-19,2007,3,78,19,0,0,0,6,2,140616.0
2007-03-19,2007,3,78,19,0,0,0,7,2,166869.0
2007-03-19,2007,3,78,19,0,0,0,8,2,173375.0
2007-03-19,2007,3,78,19,0,0,0,9,2,157909.0
2007-03-19,2007,3,78,19,0,0,0,10,2,140582.0
2007-03-19,2007,3,78,19,0,0,0,11,2,129673.0
2007-03-19,2007,3,78,19,0,0,0,12,2,121505.0
2007-03-19,2007,3,78,19,0,0,0,13,2,115025.0
2007-03-19,2007,3,78,19,0,0,0,14,2,110898.0
2007-03-19,2007,3,78,19,0,0,0,15,2,106618.0
2007-03-19,2007,3,78,19,0,0,0,16,2,105163.0
2007-03-19,2007,3,78,19,0,0,0,17,2,105650.0
2007-03-19,2007,3,78,19,0,0,0,18,2,112344.0
2007-03-19,2007,3,78,19,0,0,0,19,2,122390.0
2007-03-19,2007,3,78,19,0,0,0,20,2,133901.0
2007-03-19,2007,3,78,19,0,0,0,21,2,132944.0
2007-03-19,2007,3,78,19,0,0,0,22,2,124108.0
2007-03-19,2007,3,78,19,0,0,0,23,2,112203.0
2007-03-19,2007,3,78,19,0,0,0,24,2,100196.0
2007-03-20,2007,3,79,20,1,0,0,1,2,93461.0
2007-03-20,2007,3,79,20,1,0,0,2,2,90866.0
2007-03-20,2007,3,79,20,1,0,0,3,2,89661.0
2007-03-20,2007,3,79,20,1,0,0,4,2,89773.0
2007-03-20,2007,3,79,20,1,0,0,5,2,92029.0
2007-03-20,2007,3,79,20,1,0,0,6,2,100956.0
2007-03-20,2007,3,79,20,1,0,0,7,2,120807.0
2007-03-20,2007,3,79,20,1,0,0,8,2,124564.0
2007-03-20,2007,3,79,20,1,0,0,9,2,113505.0
2007-03-20,2007,3,79,20,1,0,0,10,2,104980.0
2007-03-20,2007,3,79,20,1,0,0,11,2,98914.0
2007-03-20,2007,3,79,20,1,0,0,12,2,94786.0
2007-03-20,2007,3,79,20,1,0,0,13,2,90507.0
2007-03-20,2007,3,79,20,1,0,0,14,2,88391.0
2007-03-20,2007,3,79,20,1,0,0,15,2,86999.0
2007-03-20,2007,3,79,20,1,0,0,16,2,87153.0
2007-03-20,2007,3,79,20,1,0,0,17,2,87264.0
2007-03-20,2007,3,79,20,1,0,0,18,2,91148.0
2007-03-20,2007,3,79,20,1,0,0,19,2,96211.0
2007-03-20,2007,3,79,20,1,0,0,20,2,107330.0
2007-03-20,2007,3,79,20,1,0,0,21,2,112564.0
2007-03-20,2007,3,79,20,1,0,0,22,2,107175.0
2007-03-20,2007,3,79,20,1,0,0,23,2,99262.0
2007-03-20,2007,3,79,20,1,0,0,24,2,89274.0
2007-03-21,2007,3,80,21,2,0,0,1,2,86291.0
2007-03-21,2007,3,80,21,2,0,0,2,2,87129.0
2007-03-21,2007,3,80,21,2,0,0,3,2,89161.0
2007-03-21,2007,3,80,21,2,0,0,4,2,92459.0
2007-03-21,2007,3,80,21,2,0,0,5,2,97753.0
2007-03-21,2007,3,80,21,2,0,0,6,2,110248.0
2007-03-21,2007,3,80,21,2,0,0,7,2,135263.0
2007-03-21,2007,3,80,21,2,0,0,8,2,142078.0
2007-03-21,2007,3,80,21,2,0,0,9,2,135400.0
2007-03-21,2007,3,80,21,2,0,0,10,2,129470.0
2007-03-21,2007,3,80,21,2,0,0,11,2,122940.0
2007-03-21,2007,3,80,21,2,0,0,12,2,117735.0
2007-03-21,2007,3,80,21,2,0,0,13,2,112196.0
2007-03-21,2007,3,80,21,2,0,0,14,2,109107.0
2007-03-21,2007,3,80,21,2,0,0,15,2,108435.0
2007-03-21,2007,3,80,21,2,0,0,16,2,110307.0
