DateTime,year,month_of_yr,day_of_yr,day_of_month,day_of_week,weekend,holiday,hour,season,energy
2007-03-09,2007,3,68,9,4,0,0,1,2,19772.0
2007-03-09,2007,3,68,9,4,0,0,2,2,19944.0
2007-03-09,2007,3,68,9,4,0,0,3,2,20377.0
2007-03-09,2007,3,68,9,4,0,0,4,2,21032.0
2007-03-09,2007,3,68,9,4,0,0,5,2,22196.0
2007-03-09,2007,3,68,9,4,0,0,6,2,24887.0
2007-03-09,2007,3,68,9,4,0,0,7,2,26323.0
2007-03-09,2007,3,68,9,4,0,0,8,2,27359.0
2007-03-09,2007,3,68,9,4,0,0,9,2,27828.0
2007-03-09,2007,3,68,9,4,0,0,10,2,25624.0
2007-03-09,2007,3,68,9,4,0,0,11,2,23975.0
2007-03-09,2007,3,68,9,4,0,0,12,2,22550.0
2007-03-09,2007,3,68,9,4,0,0,13,2,20924.0
2007-03-09,2007,3,68,9,4,0,0,14,2,19884.0
2007-03-09,2007,3,68,9,4,0,0,15,2,19366.0
2007-03-09,2007,3,68,9,4,0,0,16,2,18660.0
2007-03-09,2007,3,68,9,4,0,0,17,2,19360.0
2007-03-09,2007,3,68,9,4,0,0,18,2,20904.0
2007-03-09,2007,3,68,9,4,0,0,19,2,23589.0
2007-03-09,2007,3,68,9,4,0,0,20,2,21245.0
2007-03-09,2007,3,68,9,4,0,0,21,2,24838.0
2007-03-09,2007,3,68,9,4,0,0,22,2,24242.0
2007-03-09,2007,3,68,9,4,0,0,23,2,22664.0
2007-03-09,2007,3,68,9,4,0,0,24,2,21267.0
2007-03-10,2007,3,69,10,5,1,0,1,2,20308.0
2007-03-10,2007,3,69,10,5,1,0,2,2,19673.0
2007-03-10,2007,3,69,10,5,1,0,3,2,19885.0
2007-03-10,2007,3,69,10,5,1,0,4,2,20215.0
2007-03-10,2007,3,69,10,5,1,0,5,2,20971.0
2007-03-10,2007,3,69,10,5,1,0,6,2,22311.0
2007-03-10,2007,3,69,10,5,1,0,7,2,24117.0
2007-03-10,2007,3,69,10,5,1,0,8,2,26656.0
2007-03-10,2007,3,69,10,5,1,0,9,2,26684.0
2007-03-10,2007,3,69,10,5,1,0,10,2,25606.0
2007-03-10,2007,3,69,10,5,1,0,11,2,23526.0
